Area Code (M49),Area,Item,Element,Unit,Year,value,Sub-region Name,Food loss percentage
600,Paraguay,Insecticides â€“ Pyrethroids,Agricultural Use,t,2016,83.0,latin america and the caribbean,12.2
600,Paraguay,Insecticides - Biopesticides,Agricultural Use,t,2016,58.0,latin america and the caribbean,12.2
600,Paraguay,Insecticides - nes,Agricultural Use,t,2016,1547.0,latin america and the caribbean,12.2
600,Paraguay,Herbicides,Agricultural Use,t,2016,11832.0,latin america and the caribbean,12.2
600,Paraguay,Herbicides â€“ Phenoxy hormone products,Agricultural Use,t,2016,759.0,latin america and the caribbean,12.2
600,Paraguay,Herbicides â€“ Triazines,Agricultural Use,t,2016,1471.0,latin america and the caribbean,12.2
600,Paraguay,Herbicides â€“ Amides,Agricultural Use,t,2016,103.0,latin america and the caribbean,12.2
600,Paraguay,Herbicides â€“ Carbamates,Agricultural Use,t,2016,34.0,latin america and the caribbean,12.2
600,Paraguay,Herbicides â€“ Sulfonyl ureas,Agricultural Use,t,2016,33.0,latin america and the caribbean,12.2
600,Paraguay,Herbicides â€“ Bipiridils,Agricultural Use,t,2016,1346.0,latin america and the caribbean,12.2
600,Paraguay,Herbicides - nes,Agricultural Use,t,2016,8086.0,latin america and the caribbean,12.2
600,Paraguay,Fungicides and Bactericides,Agricultural Use,t,2016,3928.0,latin america and the caribbean,12.2
600,Paraguay,Fung & Bact â€“ Inorganics,Agricultural Use,t,2016,127.0,latin america and the caribbean,12.2
600,Paraguay,Fung & Bact â€“ Dithiocarbamates,Agricultural Use,t,2016,2437.0,latin america and the caribbean,12.2
600,Paraguay,Fung & Bact â€“ Benzimidazoles,Agricultural Use,t,2016,76.0,latin america and the caribbean,12.2
600,Paraguay,"Fung & Bact â€“ Triazoles, diazoles",Agricultural Use,t,2016,317.0,latin america and the caribbean,12.2
600,Paraguay,Fung & Bact - nes,Agricultural Use,t,2016,972.0,latin america and the caribbean,12.2
600,Paraguay,Plant Growth Regulators,Agricultural Use,t,2016,5.0,latin america and the caribbean,12.2
604,Peru,Pesticides (total),Agricultural Use,t,2016,9449.0,latin america and the caribbean,12.2
604,Peru,Pesticides (total),Use per area of cropland,kg/ha,2016,1.67,latin america and the caribbean,12.2
604,Peru,Pesticides (total),Use per capita,kg/cap,2016,0.31,latin america and the caribbean,12.2
604,Peru,Pesticides (total),Use per value of agricultural production,g/Int$,2016,0.62,latin america and the caribbean,12.2
604,Peru,Insecticides,Agricultural Use,t,2016,1509.0,latin america and the caribbean,12.2
604,Peru,Herbicides,Agricultural Use,t,2016,3734.0,latin america and the caribbean,12.2
604,Peru,Fungicides and Bactericides,Agricultural Use,t,2016,3282.0,latin america and the caribbean,12.2
604,Peru,Plant Growth Regulators,Agricultural Use,t,2016,826.0,latin america and the caribbean,12.2
604,Peru,Rodenticides,Agricultural Use,t,2016,19.0,latin america and the caribbean,12.2
604,Peru,Other Pesticides nes,Agricultural Use,t,2016,79.0,latin america and the caribbean,12.2
659,Saint Kitts and Nevis,Pesticides (total),Agricultural Use,t,2016,121.0,latin america and the caribbean,12.2
659,Saint Kitts and Nevis,Pesticides (total),Use per area of cropland,kg/ha,2016,23.65,latin america and the caribbean,12.2
659,Saint Kitts and Nevis,Pesticides (total),Use per capita,kg/cap,2016,2.56,latin america and the caribbean,12.2
659,Saint Kitts and Nevis,Pesticides (total),Use per value of agricultural production,g/Int$,2016,7.79,latin america and the caribbean,12.2
659,Saint Kitts and Nevis,Insecticides,Agricultural Use,t,2016,47.0,latin america and the caribbean,12.2
659,Saint Kitts and Nevis,Herbicides,Agricultural Use,t,2016,65.0,latin america and the caribbean,12.2
659,Saint Kitts and Nevis,Fungicides and Bactericides,Agricultural Use,t,2016,3.0,latin america and the caribbean,12.2
659,Saint Kitts and Nevis,Rodenticides,Agricultural Use,t,2016,6.0,latin america and the caribbean,12.2
662,Saint Lucia,Pesticides (total),Agricultural Use,t,2016,257.0,latin america and the caribbean,12.2
662,Saint Lucia,Pesticides (total),Use per area of cropland,kg/ha,2016,26.89,latin america and the caribbean,12.2
662,Saint Lucia,Pesticides (total),Use per capita,kg/cap,2016,1.46,latin america and the caribbean,12.2
662,Saint Lucia,Pesticides (total),Use per value of agricultural production,g/Int$,2016,9.99,latin america and the caribbean,12.2
662,Saint Lucia,Insecticides,Agricultural Use,t,2016,181.0,latin america and the caribbean,12.2
662,Saint Lucia,Herbicides,Agricultural Use,t,2016,59.0,latin america and the caribbean,12.2
662,Saint Lucia,Fungicides and Bactericides,Agricultural Use,t,2016,17.0,latin america and the caribbean,12.2
670,Saint Vincent and the Grenadines,Pesticides (total),Agricultural Use,t,2016,159.0,latin america and the caribbean,12.2
670,Saint Vincent and the Grenadines,Pesticides (total),Use per area of cropland,kg/ha,2016,31.88,latin america and the caribbean,12.2
670,Saint Vincent and the Grenadines,Pesticides (total),Use per capita,kg/cap,2016,1.5,latin america and the caribbean,12.2
670,Saint Vincent and the Grenadines,Pesticides (total),Use per value of agricultural production,g/Int$,2016,3.96,latin america and the caribbean,12.2
670,Saint Vincent and the Grenadines,Insecticides,Agricultural Use,t,2016,23.0,latin america and the caribbean,12.2
670,Saint Vincent and the Grenadines,Herbicides,Agricultural Use,t,2016,102.0,latin america and the caribbean,12.2
670,Saint Vincent and the Grenadines,Fungicides and Bactericides,Agricultural Use,t,2016,23.0,latin america and the caribbean,12.2
670,Saint Vincent and the Grenadines,Plant Growth Regulators,Agricultural Use,t,2016,1.0,latin america and the caribbean,12.2
670,Saint Vincent and the Grenadines,Other Pesticides nes,Agricultural Use,t,2016,11.0,latin america and the caribbean,12.2
534,Sint Maarten (Dutch part),Pesticides (total),Agricultural Use,t,2016,35.0,latin america and the caribbean,12.2
534,Sint Maarten (Dutch part),Pesticides (total),Use per capita,kg/cap,2016,0.91,latin america and the caribbean,12.2
534,Sint Maarten (Dutch part),Insecticides,Agricultural Use,t,2016,5.0,latin america and the caribbean,12.2
534,Sint Maarten (Dutch part),Herbicides,Agricultural Use,t,2016,22.0,latin america and the caribbean,12.2
534,Sint Maarten (Dutch part),Fungicides and Bactericides,Agricultural Use,t,2016,5.0,latin america and the caribbean,12.2
534,Sint Maarten (Dutch part),Other Pesticides nes,Agricultural Use,t,2016,2.0,latin america and the caribbean,12.2
740,Suriname,Pesticides (total),Agricultural Use,t,2016,617.0,latin america and the caribbean,12.2
740,Suriname,Pesticides (total),Use per area of cropland,kg/ha,2016,8.69,latin america and the caribbean,12.2
740,Suriname,Pesticides (total),Use per capita,kg/cap,2016,1.05,latin america and the caribbean,12.2
740,Suriname,Pesticides (total),Use per value of agricultural production,g/Int$,2016,3.0,latin america and the caribbean,12.2
740,Suriname,Insecticides,Agricultural Use,t,2016,75.0,latin america and the caribbean,12.2
740,Suriname,Insecticides â€“ Organo-phosphates,Agricultural Use,t,2016,30.0,latin america and the caribbean,12.2
740,Suriname,Insecticides â€“ Carbamates,Agricultural Use,t,2016,2.0,latin america and the caribbean,12.2
740,Suriname,Insecticides â€“ Pyrethroids,Agricultural Use,t,2016,11.0,latin america and the caribbean,12.2
740,Suriname,Insecticides - nes,Agricultural Use,t,2016,32.0,latin america and the caribbean,12.2
740,Suriname,Herbicides,Agricultural Use,t,2016,301.0,latin america and the caribbean,12.2
740,Suriname,Herbicides â€“ Phenoxy hormone products,Agricultural Use,t,2016,39.0,latin america and the caribbean,12.2
740,Suriname,Herbicides â€“ Amides,Agricultural Use,t,2016,3.0,latin america and the caribbean,12.2
740,Suriname,Herbicides â€“ Sulfonyl ureas,Agricultural Use,t,2016,3.0,latin america and the caribbean,12.2
740,Suriname,Herbicides â€“ Bipiridils,Agricultural Use,t,2016,88.0,latin america and the caribbean,12.2
740,Suriname,Herbicides - nes,Agricultural Use,t,2016,169.0,latin america and the caribbean,12.2
740,Suriname,Fungicides and Bactericides,Agricultural Use,t,2016,48.0,latin america and the caribbean,12.2
740,Suriname,Fung & Bact â€“ Inorganics,Agricultural Use,t,2016,1.0,latin america and the caribbean,12.2
740,Suriname,Fung & Bact â€“ Dithiocarbamates,Agricultural Use,t,2016,16.0,latin america and the caribbean,12.2
740,Suriname,Fung & Bact â€“ Benzimidazoles,Agricultural Use,t,2016,3.0,latin america and the caribbean,12.2
740,Suriname,"Fung & Bact â€“ Triazoles, diazoles",Agricultural Use,t,2016,3.0,latin america and the caribbean,12.2
740,Suriname,Fung & Bact - nes,Agricultural Use,t,2016,24.0,latin america and the caribbean,12.2
740,Suriname,Other Pesticides nes,Agricultural Use,t,2016,193.0,latin america and the caribbean,12.2
780,Trinidad and Tobago,Pesticides (total),Agricultural Use,t,2016,1173.0,latin america and the caribbean,12.2
780,Trinidad and Tobago,Pesticides (total),Use per area of cropland,kg/ha,2016,24.96,latin america and the caribbean,12.2
780,Trinidad and Tobago,Pesticides (total),Use per capita,kg/cap,2016,0.82,latin america and the caribbean,12.2
780,Trinidad and Tobago,Pesticides (total),Use per value of agricultural production,g/Int$,2016,6.48,latin america and the caribbean,12.2
780,Trinidad and Tobago,Insecticides,Agricultural Use,t,2016,1019.0,latin america and the caribbean,12.2
780,Trinidad and Tobago,Herbicides,Agricultural Use,t,2016,73.0,latin america and the caribbean,12.2
780,Trinidad and Tobago,Fungicides and Bactericides,Agricultural Use,t,2016,79.0,latin america and the caribbean,12.2
780,Trinidad and Tobago,Plant Growth Regulators,Agricultural Use,t,2016,1.0,latin america and the caribbean,12.2
780,Trinidad and Tobago,Rodenticides,Agricultural Use,t,2016,1.0,latin america and the caribbean,12.2
796,Turks and Caicos Islands,Pesticides (total),Agricultural Use,t,2016,89.0,latin america and the caribbean,12.2
796,Turks and Caicos Islands,Pesticides (total),Use per area of cropland,kg/ha,2016,28.04,latin america and the caribbean,12.2
796,Turks and Caicos Islands,Pesticides (total),Use per capita,kg/cap,2016,2.31,latin america and the caribbean,12.2
796,Turks and Caicos Islands,Insecticides,Agricultural Use,t,2016,13.0,latin america and the caribbean,12.2
796,Turks and Caicos Islands,Herbicides,Agricultural Use,t,2016,57.0,latin america and the caribbean,12.2
796,Turks and Caicos Islands,Fungicides and Bactericides,Agricultural Use,t,2016,13.0,latin america and the caribbean,12.2
796,Turks and Caicos Islands,Other Pesticides nes,Agricultural Use,t,2016,6.0,latin america and the caribbean,12.2
840,United States of America,Pesticides (total),Agricultural Use,t,2016,451667.0,northern america,13.3
840,United States of America,Pesticides (total),Use per area of cropland,kg/ha,2016,2.82,northern america,13.3
840,United States of America,Pesticides (total),Use per capita,kg/cap,2016,1.37,northern america,13.3
840,United States of America,Pesticides (total),Use per value of agricultural production,g/Int$,2016,1.19,northern america,13.3
840,United States of America,Insecticides,Agricultural Use,t,2016,72849.0,northern america,13.3
840,United States of America,Herbicides,Agricultural Use,t,2016,283359.0,northern america,13.3
840,United States of America,Fungicides and Bactericides,Agricultural Use,t,2016,26628.0,northern america,13.3
840,United States of America,Other Pesticides nes,Agricultural Use,t,2016,68830.0,northern america,13.3
858,Uruguay,Pesticides (total),Agricultural Use,t,2016,13313.0,latin america and the caribbean,12.2
858,Uruguay,Pesticides (total),Use per area of cropland,kg/ha,2016,5.88,latin america and the caribbean,12.2
858,Uruguay,Pesticides (total),Use per capita,kg/cap,2016,3.94,latin america and the caribbean,12.2
858,Uruguay,Pesticides (total),Use per value of agricultural production,g/Int$,2016,2.2,latin america and the caribbean,12.2
858,Uruguay,Insecticides,Agricultural Use,t,2016,652.0,latin america and the caribbean,12.2
858,Uruguay,Insecticides â€“ Organo-phosphates,Agricultural Use,t,2016,266.0,latin america and the caribbean,12.2
858,Uruguay,Insecticides â€“ Carbamates,Agricultural Use,t,2016,2.0,latin america and the caribbean,12.2
858,Uruguay,Insecticides â€“ Pyrethroids,Agricultural Use,t,2016,8.0,latin america and the caribbean,12.2
858,Uruguay,Insecticides - Biopesticides,Agricultural Use,t,2016,25.0,latin america and the caribbean,12.2
858,Uruguay,Insecticides - nes,Agricultural Use,t,2016,351.0,latin america and the caribbean,12.2
858,Uruguay,Herbicides,Agricultural Use,t,2016,11636.0,latin america and the caribbean,12.2
858,Uruguay,Herbicides â€“ Phenoxy hormone products,Agricultural Use,t,2016,1060.0,latin america and the caribbean,12.2
858,Uruguay,Herbicides â€“ Triazines,Agricultural Use,t,2016,234.0,latin america and the caribbean,12.2
858,Uruguay,Herbicides â€“ Amides,Agricultural Use,t,2016,672.0,latin america and the caribbean,12.2
858,Uruguay,Herbicides â€“ Dinitroanilines,Agricultural Use,t,2016,7.0,latin america and the caribbean,12.2
858,Uruguay,Herbicides â€“ Urea derivates,Agricultural Use,t,2016,21.0,latin america and the caribbean,12.2
858,Uruguay,Herbicides â€“ Sulfonyl ureas,Agricultural Use,t,2016,18.0,latin america and the caribbean,12.2
858,Uruguay,Herbicides â€“ Bipiridils,Agricultural Use,t,2016,158.0,latin america and the caribbean,12.2
858,Uruguay,Herbicides â€“ Uracil,Agricultural Use,t,2016,12.0,latin america and the caribbean,12.2
858,Uruguay,Herbicides - nes,Agricultural Use,t,2016,9455.0,latin america and the caribbean,12.2
858,Uruguay,Fungicides and Bactericides,Agricultural Use,t,2016,952.0,latin america and the caribbean,12.2
858,Uruguay,Fung & Bact â€“ Inorganics,Agricultural Use,t,2016,279.0,latin america and the caribbean,12.2
858,Uruguay,Fung & Bact â€“ Dithiocarbamates,Agricultural Use,t,2016,181.0,latin america and the caribbean,12.2
858,Uruguay,Fung & Bact â€“ Benzimidazoles,Agricultural Use,t,2016,4.0,latin america and the caribbean,12.2
858,Uruguay,"Fung & Bact â€“ Triazoles, diazoles",Agricultural Use,t,2016,40.0,latin america and the caribbean,12.2
858,Uruguay,Fung & Bact - nes,Agricultural Use,t,2016,389.0,latin america and the caribbean,12.2
858,Uruguay,Plant Growth Regulators,Agricultural Use,t,2016,14.0,latin america and the caribbean,12.2
858,Uruguay,Other Pesticides nes,Agricultural Use,t,2016,60.0,latin america and the caribbean,12.2
862,Venezuela (Bolivarian Republic of),Pesticides (total),Agricultural Use,t,2016,3928.0,latin america and the caribbean,12.2
862,Venezuela (Bolivarian Republic of),Pesticides (total),Use per area of cropland,kg/ha,2016,1.19,latin america and the caribbean,12.2
862,Venezuela (Bolivarian Republic of),Pesticides (total),Use per capita,kg/cap,2016,0.13,latin america and the caribbean,12.2
862,Venezuela (Bolivarian Republic of),Insecticides,Agricultural Use,t,2016,767.0,latin america and the caribbean,12.2
862,Venezuela (Bolivarian Republic of),Herbicides,Agricultural Use,t,2016,1499.0,latin america and the caribbean,12.2
862,Venezuela (Bolivarian Republic of),Fungicides and Bactericides,Agricultural Use,t,2016,1662.0,latin america and the caribbean,12.2
660,Anguilla,Pesticides (total),Agricultural Use,t,2020,66.0,latin america and the caribbean,12.3
660,Anguilla,Pesticides (total),Use per capita,kg/cap,2020,4.44,latin america and the caribbean,12.3
660,Anguilla,Insecticides,Agricultural Use,t,2020,9.0,latin america and the caribbean,12.3
660,Anguilla,Herbicides,Agricultural Use,t,2020,42.0,latin america and the caribbean,12.3
660,Anguilla,Fungicides and Bactericides,Agricultural Use,t,2020,11.0,latin america and the caribbean,12.3
